video_id,block,animal,date,time,day_num,trial,trial_type,PlatformQuadrant,StartLocation,Comments,Distance moved Center-point Total cm,Velocity Center-point Mean cm/s,Distance to point Arena (Center) / Center-point Mean cm,Distance to point Arena (Center) / Center-point Total cm,Distance to point SE Platform (Center) / Center-point Mean cm,Distance to point SE Platform (Center) / Center-point Total cm,Distance to point NW Platform (Center) / Center-point Mean cm,Distance to point NW Platform (Center) / Center-point Total cm,Distance to point NE Platform (Center) / Center-point Mean cm,Distance to point NE Platform (Center) / Center-point Total cm,Distance to point SW Platform (Center) / Center-point Mean cm,Distance to point SW Platform (Center) / Center-point Total cm,In zone Arena / Center-point Frequency,In zone Arena / Center-point Cumulative Duration s,In zone Arena / Center-point Latency to First s,In zone Arena / Center-point Cumulative Duration %,In zone NW Quad / Center-point Frequency,In zone NW Quad / Center-point Cumulative Duration s,In zone NW Quad / Center-point Latency to First s,In zone NW Quad / Center-point Cumulative Duration %,In zone NE Quad / Center-point Frequency,In zone NE Quad / Center-point Cumulative Duration s,In zone NE Quad / Center-point Latency to First s,In zone NE Quad / Center-point Cumulative Duration %,In zone SE Quad / Center-point Frequency,In zone SE Quad / Center-point Cumulative Duration s,In zone SE Quad / Center-point Latency to First s,In zone SE Quad / Center-point Cumulative Duration %,In zone SW Quad / Center-point Frequency,In zone SW Quad / Center-point Cumulative Duration s,In zone SW Quad / Center-point Latency to First s,In zone SW Quad / Center-point Cumulative Duration %,In zone SW Annulus / Center-point Frequency,In zone SW Annulus / Center-point Cumulative Duration s,In zone SW Annulus / Center-point Latency to First s,In zone SW Annulus / Center-point Cumulative Duration %,In zone SE Annulus / Center-point Frequency,In zone SE Annulus / Center-point Cumulative Duration s,In zone SE Annulus / Center-point Latency to First s,In zone SE Annulus / Center-point Cumulative Duration %,In zone NE Annulus / Center-point Frequency,In zone NE Annulus / Center-point Cumulative Duration s,In zone NE Annulus / Center-point Latency to First s,In zone NE Annulus / Center-point Cumulative Duration %,In zone NW Annulus / Center-point Frequency,In zone NW Annulus / Center-point Cumulative Duration s,In zone NW Annulus / Center-point Latency to First s,In zone NW Annulus / Center-point Cumulative Duration %,EscapeLatency(s),DistanceMoved(cm),Velocity(cm/s),TotalSearchError(cm*s),MeanSearchError(cm),ProbeWeight,MeanSearchError*ProbeWeight,TimeInQuad(%),TimeInOppoQuad(%),TimeInPrevQuad(%),SLI,rat_source,dob,date_received,sex,AgeMon,strain,genotype,DailyAgeMos,age_mo,group
Statistics-NRIP3B_MWM_SLI_Day03.xlsx,Block2,A119,44611,8:00:00 AM,Day03,Trial1,Train,SW,W,,676.819,26.2644,61.7337,47720.1,74.911,57906.2,69.6846,53866.2,94.5314,73072.8,46.814,36187.2,1,25.8028,0,100,4,5.34082,0,20.6986,1,0.600842,8.24488,2.32859,3,5.84152,4.84011,22.6391,4,11.1156,0.567461,43.0789,1,0.433941,23.7666,1.68176,2,0.166901,7.2101,0.646832,0,0,-,0,2,0.333801,9.68023,1.29366,25.8028,676.819,26.2644,1133.728672,48.28432276,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.566860147,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day03.xlsx,Block2,A119,44611,8:00:00 AM,Day03,Trial2,Train,SW,N,,1037.4,29.5529,57.8125,60876.5,65.3304,68792.9,73.7636,77673.1,71.3583,75140.3,63.684,67059.3,1,35.1366,0,100,3,5.40563,0,15.3846,4,9.10949,8.64234,25.9259,4,9.04275,7.67466,25.736,3,8.90928,3.63712,25.3561,1,0.133472,33.1012,0.379866,1,0.233577,16.8509,0.664768,2,0.133474,9.27633,0.379872,0,0,-,0,35.1366,1037.4,29.5529,2016.421608,64.39577636,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.566860147,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day03.xlsx,Block2,A119,44611,8:00:00 AM,Day03,Trial3,Train,SW,S,,2319.56,25.7714,71.4235,192772,88.7715,239594,71.8466,193914,96.5391,260559,58.2342,157174,1,90.0386,0,100,6,24.3862,4.0032,27.0841,2,6.93888,41.8668,7.70656,3,7.87296,14.0446,8.74398,9,50.7072,0,56.3172,1,0.13344,7.6728,0.148203,0,0,-,0,0,0,-,0,0,0,-,0,90.0386,2319.56,25.7714,5165.250606,58.91586945,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.566860147,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day04.xlsx,Block2,A119,44612,8:00:00 AM,Day04,Trial1,Train,SW,N,,2494.15,27.7108,69.0613,186397,71.261,192334,83.7096,225932,67.3924,181892,86.1891,232624,1,90.0397,0,100,4,15.6127,9.37427,17.3398,9,36.2294,0,40.2371,10,21.751,1.7681,24.1571,4,14.2449,5.07078,15.8207,0,0,-,0,6,0.767288,34.0276,0.852166,2,0.266883,51.2749,0.296406,0,0,-,0,90.0397,2494.15,27.7108,7520.79738,87.48992543,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.599715256,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day04.xlsx,Block2,A119,44612,8:00:00 AM,Day04,Trial2,Train,SW,S,,591.522,23.871,60.9952,45319.4,68.0395,50553.4,77.556,57624.1,94.578,70271.5,44.1655,32815,1,24.8134,0,100,2,2.6383,14.9949,10.6326,1,0.901697,18.2009,3.63392,4,5.84434,0,23.5532,3,12.1896,1.36924,49.1252,1,2.03717,22.7762,8.20996,2,0.333963,19.9041,1.3459,0,0,-,0,2,0.200378,16.6313,0.80754,24.8134,591.522,23.871,1014.137293,45.56282606,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.599715256,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day04.xlsx,Block2,A119,44612,8:00:00 AM,Day04,Trial3,Probe,SW,W,,831.794,27.7214,59.4572,53511.4,82.2392,74015.2,60.8932,54803.9,87.5081,78757.3,48.5799,43721.9,1,30.0388,0,100,5,7.30945,0,24.3333,2,2.00259,8.01036,6.66667,1,3.17077,20.2929,10.5556,5,15.9873,0.934542,53.2222,2,0.600776,2.00259,2,0,0,-,0,2,0.267012,8.9449,0.888889,0,0,-,0,30.0388,831.794,27.7214,1388.654774,49.88282622,1.1,54.87110884,53.2222,6.66667,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.599715256,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day05.xlsx,Block3,A119,44613,8:00:00 AM,Day05,Trial1,Train,SW,N,,2505.12,27.8467,66.3601,179106,63.8348,172290,86.6124,233767,68.8953,185948,82.1401,221696,1,90.0615,0,100,4,14.4765,20.7141,16.0741,13,29.6202,0,32.8889,12,30.821,1.60109,34.2222,4,12.9755,33.0225,14.4074,0,0,-,0,3,0.400273,28.5862,0.444444,6,0.700477,6.33766,0.777777,0,0,-,0,90.0615,2505.12,27.8467,7157.661653,83.22517047,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.632570365,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day05.xlsx,Block3,A119,44613,8:00:00 AM,Day05,Trial2,Train,SW,W,,405.17,26.1525,53.8642,25046.9,71.0725,33048.7,64.1638,29836.2,74.0323,34425,51.0287,23728.4,1,15.526,0,100,1,2.60436,4.80804,16.7742,2,3.57264,7.4124,23.0108,1,1.40235,11.4191,9.03226,2,5.47583,0,35.2688,1,0.133557,13.4892,0.860216,0,0,-,0,2,0.300503,8.18035,1.93549,0,0,-,0,15.526,405.17,26.1525,718.1285724,54.43037121,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.632570365,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day05.xlsx,Block3,A119,44613,8:00:00 AM,Day05,Trial3,Train,SW,E,,109.189,23.6769,50.0549,6957.63,45.6842,6350.1,79.115,10997,82.1198,11414.7,33.7967,4697.75,1,4.64504,0,100,0,0,-,0,0,0,-,0,1,2.03847,0,43.8849,1,0.568099,2.03847,12.2302,1,0.100253,2.60657,2.15828,0,0,-,0,0,0,-,0,0,0,-,0,4.64504,109.189,23.6769,0,0,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.632570365,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day06.xlsx,Block3,A119,44614,8:00:00 AM,Day06,Trial1,Train,SW,S,,341.92,23.4349,70.5563,30903.7,59.1737,25918.1,98.1279,42980,97.4339,42676,57.8041,25318.2,1,14.6235,0,100,0,0,-,0,0,0,-,0,1,7.84597,0,53.653,1,4.74097,7.84597,32.4201,1,0.267097,12.5869,1.82649,0,0,-,0,0,0,-,0,0,0,-,0,14.6235,341.92,23.4349,762.7777029,63.45616855,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.665425474,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day06.xlsx,Block3,A119,44614,8:00:00 AM,Day06,Trial2,Train,SW,E,,487.051,27.363,60.1282,32108.4,53.0875,28348.8,91.0516,48621.5,84.9198,45347.2,53.0615,28334.9,1,17.833,0,100,1,0.033395,5.94434,0.187265,1,2.7718,5.97774,15.5431,2,5.91095,0,33.1461,2,7.07978,2.73841,39.7004,1,0.300557,15.7959,1.68539,0,0,-,0,0,0,-,0,0,0,-,0,17.833,487.051,27.363,708.2153874,51.68196962,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.665425474,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day06.xlsx,Block3,A119,44614,8:00:00 AM,Day06,Trial3,Probe,SW,N,,881.617,29.3859,45.9096,41318.7,62.0013,55801.2,58.1143,52302.9,48.5841,43725.7,71.4959,64346.3,1,30.0347,0,100,4,10.3787,4.47183,34.5556,5,12.0139,0,40,4,5.07253,1.93557,16.8889,1,0.53395,3.93788,1.77778,0,0,-,0,4,0.53395,2.33603,1.77778,2,0.300347,15.2176,1,1,0.233603,5.27276,0.777777,30.0347,881.617,29.3859,1924.752906,73.4938145,1.25,91.86726812,1.77778,40,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.665425474,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day07.xlsx,Block4,A119,44615,8:00:00 AM,Day07,Trial1,Train,SW,N,,1838.53,26.3801,62.6505,130940,79.8263,166837,62.8088,131270,75.6033,158011,65.3095,136497,1,69.7272,0,100,9,25.3553,0,36.3636,4,13.4116,1.80156,19.2344,5,7.84014,5.8384,11.244,7,18.9164,8.04031,27.1292,1,0.166812,67.8923,0.239235,4,0.400348,6.83927,0.574163,2,0.200174,16.1807,0.287082,3,0.934145,28.3913,1.33971,69.7272,1838.53,26.3801,4304.876696,65.77988095,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.698280583,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day07.xlsx,Block4,A119,44615,8:00:00 AM,Day07,Trial2,Train,SW,S,,59.5698,16.9648,51.8443,5495.49,70.2566,7447.2,66.0714,7003.57,93.7387,9936.3,12.5591,1331.26,1,3.54481,0,100,0,0,-,0,0,0,-,0,0,0,-,0,1,1.50487,0,42.4528,1,0.401299,1.50487,11.3208,0,0,-,0,0,0,-,0,0,0,-,0,3.54481,59.5698,16.9648,0,0,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.698280583,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day07.xlsx,Block4,A119,44615,8:00:00 AM,Day07,Trial3,Train,SW,E,,980.146,30.5252,57.8379,55697.9,61.4033,59131.4,77.7313,74855.3,67.3593,64867.1,64.324,61944,1,32.1428,0,100,3,3.50467,7.14285,10.9034,4,10.247,0,31.8795,4,5.7076,3.33778,17.757,3,9.64618,5.94125,30.0104,1,0.200267,30.1068,0.623054,2,0.200268,25.9345,0.623057,2,0.166889,21.6956,0.519211,1,0.100134,7.74365,0.311528,32.1428,980.146,30.5252,1852.836568,65.14681063,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.698280583,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day08.xlsx,Block4,A119,44616,8:00:00 AM,Day08,Trial1,Train,SW,E,,1087.62,21.9952,62.309,92404.3,51.7169,76696.2,93.7145,138979,66.0322,97925.7,75.4059,111827,1,49.4815,0,100,0,0,-,0,4,20.1863,0,40.7957,4,17.4169,6.10594,35.1989,2,9.27569,28.7947,18.7458,1,2.03531,47.4462,4.11328,0,0,-,0,2,0.200194,8.64174,0.404584,0,0,-,0,49.4815,1087.62,21.9952,3434.06316,77.44141176,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.731135692,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day08.xlsx,Block4,A119,44616,8:00:00 AM,Day08,Trial2,Train,SW,S,,139.82,20.407,52.0959,10731.8,40.3359,8309.19,85.5803,17629.5,81.9079,16873,42.6974,8795.67,1,6.88501,0,100,0,0,-,0,0,0,-,0,2,3.20855,0,46.6019,1,1.13636,3.70989,16.5049,1,0.300801,4.84625,4.36892,2,0.233956,2.43983,3.39805,0,0,-,0,0,0,-,0,6.88501,139.82,20.407,200.1288902,51.36989964,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.731135692,5,Young Adult
Statistics-NRIP3B_MWM_SLI_Day08.xlsx,Block4,A119,44616,8:00:00 AM,Day08,Trial3,Probe,SW,N,,847.991,28.2645,58.3736,52536.2,53.3471,48012.4,86.8701,78183.1,66.0065,59405.9,67.9452,61150.7,1,30.0353,0,100,0,0,-,0,3,12.5147,0,41.6667,3,6.77464,13.5493,22.5556,2,9.34433,16.2191,31.1111,0,0,-,0,2,0.300354,14.8842,1,3,0.600707,5.30624,2,0,0,-,0,30.0353,847.991,28.2645,1809.560642,69.49864331,1.3,90.3482363,31.1111,41.6667,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.731135692,5,Young Adult
Statistics-NRIP3B_MWM_CUE_Day09.xlsx,Block6,A119,44617,8:00:00 AM,Day09,Trial1,Cue,SE,N,,311.105,20.161,61.4288,28441.5,74.9213,34688.6,96.4204,44642.7,30.7207,14223.7,115.46,53457.8,1,15.4644,0,100,0,0,-,0,3,11.4897,0,74.2981,1,2.83903,12.6254,18.3585,0,0,-,0,0,0,-,0,0,0,-,0,3,0.668009,0.233802,4.31966,0,0,-,0,15.4644,311.105,20.161,,,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.763990801,5,Young Adult
Statistics-NRIP3B_MWM_CUE_Day09.xlsx,Block6,A119,44617,8:00:00 AM,Day09,Trial2,Cue,SW,E,,204.628,28.8818,65.6649,13986.6,47.6619,10152,114.141,24312.1,92.9734,19803.3,70.6908,15057.1,1,7.11844,0,100,0,0,-,0,1,1.37021,0,19.2488,2,2.84069,1.37021,39.9061,1,2.40623,4.7122,33.8028,0,0,-,0,2,0.20052,2.47307,2.81691,0,0,-,0,0,0,-,0,7.11844,204.628,28.8818,,,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.763990801,5,Young Adult
Statistics-NRIP3B_MWM_CUE_Day09.xlsx,Block6,A119,44617,8:00:00 AM,Day09,Trial3,Cue,NE,S,,490.034,27.638,72.5934,38619.7,74.8538,39822.2,95.6244,50872.2,106.948,56896.4,66.6906,35479.4,1,17.7638,0,100,2,2.97176,12.5215,16.7293,1,1.86987,15.8939,10.5263,1,6.0437,2.67125,34.0226,2,6.47778,0,36.4662,0,0,-,0,0,0,-,0,0,0,-,0,2,0.233734,14.2244,1.31579,17.7638,490.034,27.638,,,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.763990801,5,Young Adult
Statistics-NRIP3B_MWM_CUE_Day09.xlsx,Block6,A119,44617,8:00:00 AM,Day09,Trial4,Cue,NW,E,,584.862,31.5651,59.0309,32821.2,62.9286,34988.3,92.0464,51177.8,78.4585,43622.9,82.6601,45959,1,18.5622,0,100,2,3.8393,5.94257,20.6835,2,3.23836,12.2858,17.446,2,7.67859,0,41.3669,3,3.17159,3.27175,17.0863,1,0.267082,4.30669,1.43885,0,0,-,0,2,0.200311,14.6227,1.07914,0,0,-,0,18.5622,584.862,31.5651,,,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.763990801,5,Young Adult
Statistics-NRIP3B_MWM_CUE_Day09.xlsx,Block6,A119,44617,8:00:00 AM,Day09,Trial5,Cue,SE,W,,224.012,27.579,61.1303,14915.8,66.3345,16185.6,89.4249,21819.7,108.088,26373.4,52.9758,12926.1,1,8.15599,0,100,2,1.5376,0,18.8524,0,0,-,0,1,2.37326,5.78273,29.0984,1,3.87744,1.90529,47.541,0,0,-,0,0,0,-,0,0,0,-,0,2,0.26741,0.300835,3.27869,8.15599,224.012,27.579,,,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.763990801,5,Young Adult
Statistics-NRIP3B_MWM_CUE_Day09.xlsx,Block6,A119,44617,8:00:00 AM,Day09,Trial6,Cue,NW,S,,397.743,29.6079,63.9935,25789.4,65.3298,26327.9,92.8285,37409.9,106.836,43054.8,58.0778,23405.4,1,13.4671,0,100,1,2.47287,10.4596,18.3623,1,0.534674,12.9324,3.97023,2,4.54472,1.63744,33.7469,2,5.4804,0,40.6948,0,0,-,0,1,0.434423,2.9407,3.22581,0,0,-,0,0,0,-,0,13.4671,397.743,29.6079,,,,,,,,237,NIA,10/3/2021,3-Feb,F,4,F344,WT,4.763990801,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day01.xlsx,Block1,A124,44251,8:00:00 AM,Day01,Trial1,Train,SW,E,,2456.36,27.292,77.7726,209908,79.6844,215068,89.6448,241951,82.8605,223640,81.3079,219450,1,90.0365,0,100,6,15.5454,11.242,17.2657,6,24.1521,0,26.8247,6,24.7525,2.5353,27.4917,5,25.1862,6.5384,27.9733,0,0,-,0,0,0,-,0,0,0,-,0,1,0.40031,50.2056,0.444609,90.0365,2456.36,27.292,7078.108266,82.40314613,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.665425474,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day01.xlsx,Block1,A124,44251,8:00:00 AM,Day01,Trial2,Train,SW,W,,2066.19,22.951,73.1727,197566,75.5822,204072,85.5628,231020,80.3674,216992,76.1842,205697,1,90.0596,0,100,4,16.2107,7.97194,18,6,18.7124,5.57035,20.7778,7,28.719,3.50232,31.8889,7,24.8831,0,27.6296,2,0.266844,12.3749,0.296297,2,0.266843,76.117,0.296296,2,0.400264,56.6375,0.444444,0,0,-,0,90.0596,2066.19,22.951,6773.712555,77.500868,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.665425474,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day01.xlsx,Block1,A124,44251,8:00:00 AM,Day01,Trial3,Train,SW,S,,1667.11,18.5175,74.0689,199986,66.9553,180779,96.2277,259815,88.1941,238124,66.5047,179563,1,90.062,0,100,3,8.23901,6.77133,9.14815,5,12.0083,5.00345,13.3333,6,38.193,0,42.4074,5,29.8872,7.30503,33.1852,0,0,-,0,2,0.233495,46.4987,0.25926,3,0.466987,5.804,0.518517,0,0,-,0,90.062,1667.11,18.5175,5882.989334,67.80151229,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.665425474,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day02.xlsx,Block1,A124,44252,8:00:00 AM,Day02,Trial1,Train,SW,N,,250.691,31.684,57.5468,13696.1,55.6602,13247.1,78.6231,18712.3,61.0546,14531,62.5357,14883.5,1,7.94563,0,100,1,0.901395,0,11.3445,2,1.46894,0.901395,18.4874,1,2.83772,2.63741,35.7143,1,0.434005,5.47514,5.46218,1,0.834625,5.90914,10.5042,0,0,-,0,2,0.13354,1.80279,1.68067,0,0,-,0,7.94563,250.691,31.684,291.8532123,66.64591786,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.698280583,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day02.xlsx,Block1,A124,44252,8:00:00 AM,Day02,Trial2,Train,SW,W,,94.0775,21.6785,60.5273,7929.07,81.7667,10711.4,72.2453,9464.13,97.7811,12809.3,24.0808,3154.58,1,4.37305,0,100,0,0,-,0,0,0,-,0,0,0,-,0,1,2.33675,0,53.4351,1,0.934698,2.33675,21.374,0,0,-,0,0,0,-,0,0,0,-,0,4.37305,94.0775,21.6785,17.49129331,11.21810472,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.698280583,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day02.xlsx,Block1,A124,44252,8:00:00 AM,Day02,Trial3,Probe,SW,S,,1004.6,33.4835,63.4799,57131.9,60.6458,54581.2,85.656,77090.4,79.4909,71541.8,56.6114,50950.2,1,30.0363,0,100,2,1.53519,5.80702,5.11111,2,3.23725,2.80339,10.7778,4,11.3804,0,37.8889,6,12.415,7.70932,41.3333,4,0.73422,12.415,2.44444,0,0,-,0,0,0,-,0,2,0.133495,6.80823,0.444445,30.0363,1004.6,33.4835,1641.306925,58.17244705,,,41.3333,10.7778,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.698280583,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day03.xlsx,Block2,A124,44253,8:00:00 AM,Day03,Trial1,Train,SW,S,,579.108,28.8764,64.1185,38599.3,57.775,34780.5,90.3435,54386.8,84.8468,51077.8,48.7521,29348.7,1,20.0881,0,100,1,1.10117,5.20555,5.48173,1,1.83529,3.37026,9.13622,2,7.14094,0,35.5482,2,7.97517,6.30672,39.701,1,0.900961,18.0526,4.48505,0,0,-,0,0,0,-,0,0,0,-,0,20.0881,579.108,28.8764,912.2673926,50.75018029,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.731135692,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day03.xlsx,Block2,A124,44253,8:00:00 AM,Day03,Trial2,Train,SW,N,,870.372,29.1465,49.5464,44393.6,45.6377,40891.4,78.7242,70536.8,65.7148,58880.4,48.4055,43371.3,1,29.8953,0,100,1,0.63394,0,2.12053,3,3.10297,0.63394,10.3795,7,12.5453,2.66922,41.9643,4,10.1097,4.97143,33.817,1,0.200192,27.86,0.669644,4,0.467115,3.13634,1.5625,2,0.133462,1.93519,0.446431,0,0,-,0,29.8953,870.372,29.1465,1223.790691,47.03570596,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.731135692,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day03.xlsx,Block2,A124,44253,8:00:00 AM,Day03,Trial3,Train,SW,W,,127.62,22.8732,48.6505,8173.29,81.3246,13662.5,50.5417,8491,83.1868,13975.4,33.4249,5615.38,1,5.61286,0,100,1,2.07141,0.801837,36.9048,0,0,-,0,0,0,-,0,2,1.50344,0,26.7857,2,0.367508,3.57486,6.5476,0,0,-,0,0,0,-,0,0,0,-,0,5.61286,127.62,22.8732,104.0465747,35.31811207,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.731135692,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day04.xlsx,Block2,A124,44254,8:00:00 AM,Day04,Trial1,Train,SW,S,,637.535,28.1326,73.6076,50053.1,80.8746,54994.7,84.9006,57732.4,88.8508,60418.6,64.5165,43871.2,1,22.6951,0,100,1,3.03714,5.03965,13.3824,1,4.37215,8.0768,19.2647,2,4.07177,0,17.9412,2,9.17818,0.367127,40.4412,1,0.166876,20.6592,0.735294,0,0,-,0,0,0,-,0,0,0,-,0,22.6951,637.535,28.1326,1394.625005,67.94167656,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.763990801,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day04.xlsx,Block2,A124,44254,8:00:00 AM,Day04,Trial2,Train,SW,W,,87.8354,19.0647,62.1807,8643.11,80.7956,11230.6,75.1734,10449.1,98.9645,13756.1,25.3592,3524.93,1,4.64063,0,100,0,0,-,0,0,0,-,0,0,0,-,0,1,2.60409,0,56.1151,1,0.200315,2.60409,4.31655,0,0,-,0,0,0,-,0,0,0,-,0,4.64063,87.8354,19.0647,17.96149604,12.46461149,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.763990801,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day04.xlsx,Block2,A124,44254,8:00:00 AM,Day04,Trial3,Probe,SW,N,,896.066,29.8633,57.1569,51441.3,70.8619,63775.7,66.2389,59615,72.5396,65285.6,57.7517,51976.5,1,30.0389,0,100,2,6.74207,0,22.4444,2,4.17207,0.534025,13.8889,4,6.67532,2.53662,22.2222,4,11.4148,4.93974,38,2,0.200259,9.54571,0.666665,2,0.166883,3.43779,0.555556,0,0,-,0,0,0,-,0,30.0389,896.066,29.8633,1515.921184,57.73839973,1.1,63.51223971,38,13.8889,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.763990801,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day05.xlsx,Block3,A124,44255,8:00:00 AM,Day05,Trial1,Train,SW,E,,919.938,30.6403,57.7279,52012.9,57.2724,51602.4,78.2788,70529.2,56.6539,51045.2,69.8863,62967.5,1,30.0572,0,100,2,1.86815,10.6084,6.21531,4,11.7093,0,38.9567,4,8.57347,4.73709,28.5239,3,4.37013,7.57267,14.5394,2,0.300238,27.6219,0.998889,2,0.166799,5.40429,0.554939,2,0.200158,3.46942,0.665924,2,0.233519,11.4091,0.776916,30.0572,919.938,30.6403,1887.744011,71.58884906,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.79684591,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day05.xlsx,Block3,A124,44255,8:00:00 AM,Day05,Trial2,Train,SW,N,,349.458,28.3746,50.0428,18515.8,77.6624,28735.1,54.5058,20167.2,80.7049,29860.8,38.1202,14104.5,1,12.3493,0,100,3,3.6714,0,29.7297,0,0,-,0,0,0,-,0,2,6.24139,2.36972,50.5405,1,0.233635,10.3133,1.89189,0,0,-,0,0,0,-,0,2,0.200258,1.36843,1.62162,12.3493,349.458,28.3746,242.2356672,28.95178386,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.79684591,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day05.xlsx,Block3,A124,44255,8:00:00 AM,Day05,Trial3,Train,SW,W,,299.138,21.8619,54.4522,22379.8,75.061,30850.1,67.4393,27717.6,90.1923,37069,27.3206,11228.7,1,13.7164,0,100,1,1.83553,0.300359,13.382,0,0,-,0,0,0,-,0,2,9.84512,0,71.7762,1,0.233613,11.6807,1.70316,0,0,-,0,0,0,-,0,0,0,-,0,13.7164,299.138,21.8619,287.3557963,26.29980332,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.79684591,5,Young Adult
Statistics-NRIP3A_MWM_SLI_Day06.xlsx,Block3,A124,44256,8:00:00 AM,Day06,Trial1,Train,SW,W,,362.9,28.3867,56.7807,21803.8,59.2715,22760.3,76.6165,29420.7,70.9517,27245.4,52.6251,20208.1,1,12.8175,0,100,1,2.0695,0.467306,16.1458,2,2.0695,2.5368,16.1458,1,3.43804,5.00685,26.8229,2,2.80384,0,21.875,1,0.133516,10.7814,1.04167,0,0,-,0,2,0.200274,2.97073,1.5625,0,0,-,0,12.8175,362.9,28.3867,606.4546659,56.84478808,,,,,,144,NIA,10/5/2020,5-Feb,F,4,F344,WT,4.829701019,5,Young Adult
